x,y,z
0.0,0.0,0.0
0.017944781667999874,0.0009443737846488838,1.0705123731623005e-05
0.035711132289943034,0.0036473081809742453,8.264058560831991e-05
0.05317207028433639,0.007902178703186593,0.00026802464346398284
0.0702485673147368,0.013500115149211452,0.0006077201335817076
0.08690451388881645,0.020236577631217945,0.0011307269176788505
0.10313858111799408,0.027915901093537178,0.001855047012668629
0.11898102101975666,0.03636049864004311,0.0027841788889153207
0.13447616377786803,0.04541139126063382,0.003911761376143318
0.1496740322722927,0.054928712094900536,0.005224089048393376
0.16463034207919602,0.06479170643212767,0.006700112224022621
0.179406501470944,0.07489873171129284,0.008311436965704543
0.19406465806618117,0.08516418484148891,0.010027248262256632
0.2086478843448279,0.09552474389651791,0.011814748776093554
0.2231880772441956,0.10594095775656882,0.013638707962713473
0.23770798611118493,0.1163842379250857,0.015476249984535386
0.25222113811317526,0.126836642867855,0.017317119122308815
0.2667318382380247,0.13729087801300546,0.01916367977511378
0.2812351692940701,0.14775029575100823,0.021030916460360836
0.2957169919101268,0.15822889543467683,0.022946433813791037
0.3101539445354892,0.16875132337916704,0.024950456589475947
0.32451315084350424,0.17935224155651786,0.027095567962194388
0.3387452261712626,0.19004697098346868,0.029448422318310383
0.35281732279910283,0.20086594105262484,0.032131586432248276
0.3666941138207457,0.2118352170044759,0.0352826762042399
0.3803252702357205,0.22295564539182658,0.03903845016479959
0.39364546094936526,0.23420285407979669,0.04353480947472414
0.4065743527728264,0.24552725224582111,0.048906797925092824
0.41901661042305904,0.2568540303796498,0.05528860193726739
0.4308618965228269,0.26808316028334805,0.06281355056289206
0.4419848716007021,0.27908939507129593,0.07161411548389357
0.4522452525288573,0.2897222816610859,0.08182170831718831
0.46150072121022967,0.299795300785401,0.09348659790420816
0.46957776981268273,0.3090536050996788,0.10659914762518993
0.4762980616757259,0.31723214247680365,0.12111429596413126
0.4815022509495982,0.32407347433438255,0.13689932591198695
0.48504998259526805,0.32932777563474486,0.1537338649666692
0.4868198923844336,0.33275283488494234,0.17130988513304735
0.486712125310696,0.33411808731899767,0.1892347660968754
0.48470278680443224,0.333286759755053,0.20707879318911218
0.48081489859335746,0.3301679370416603,0.22433253370091624
0.4751306214819907,0.32475299411989506,0.24048166959949938
0.4678061358446981,0.317141582683194,0.2550328770019479
0.45907164162569336,0.30754163117735545,0.2675138261752226
0.44922690963041034,0.2962648327369036,0.2774809072192679
0.4385805351177509,0.2836660995447323,0.28463315432682973
0.4274721872450984,0.27016216516536495,0.288754259092947
0.41623339794873265,0.2561843105212054,0.28973443216850736
0.40517308360753745,0.2421630483249791,0.28759146645766437
0.39457754504300063,0.22852812307973355,0.2824707371178373
0.3847038780501638,0.2156967408141501,0.27463365414527185
0.3757237237584928,0.203975973927939,0.2643704936794645
0.3677558236258568,0.19361376464071894,0.2520258438825653
0.36086875154408127,0.18479198522605933,0.23795368392346194
0.3550770673740825,0.1776189027266693,0.22250788007217134
0.35034136794332676,0.17212923242725128,0.20604213648890868
0.34658868837004325,0.16830292422807958,0.18887742126194684
0.34372171700836185,0.1660687103075362,0.17126319887453284
0.341628588399591,0.16532251431189432,0.15340885435305
0.34019691037453437,0.16594433866962083,0.13548101594367395
0.3393137640534918,0.16779826459137714,0.11760355511237691
0.33886570384625875,0.17073245207001894,0.09985758654492675
0.3387397197043726,0.17458099637517674,0.08228276052045934
0.33884532323760885,0.17919573007264547,0.06489491669748862
0.33911395261715627,0.18443578121898838,0.04768240430127657
0.33948806439179996,0.19016947254071004,0.030625203516351646
0.33992232488334306,0.196279448895492,0.013700261027235372
0.3403836101866064,0.2026626772721927,-0.0031185099815576184
0.34085100616942887,0.20923044679084735,-0.019860229825519618
0.3413158084726672,0.21590836870266808,-0.036557052320149816
0.34177689777754844,0.2226364273963436,-0.05323776395890148
0.34223552096052157,0.22938003611425223,-0.06991071555674828
0.34269903838808913,0.23612926590019778,-0.08658224351196755
0.34316576644029245,0.24288896312464736,-0.1032519322488927
0.34362443083156186,0.2496785361206824,-0.11991215572661167
0.34405416661071647,0.2565319551839974,-0.1365480774389638
0.34442451816096425,0.26349775257290037,-0.1531376504145407
0.3446954391999021,0.27063902250831245,-0.16965161721668615
0.34481729277951556,0.2780334211737684,-0.186053509943496
0.34472854406516223,0.2857590922099413,-0.20229463790558927
0.34432907637558585,0.29389705582064646,-0.21832056168082326
0.34349620611268483,0.30254115056229464,-0.2340723267434456
0.3421032149732611,0.31176046420603676,-0.24946828865763643
0.34001948995083536,0.32159870420016784,-0.2644038406458851
0.33711052333564717,0.33207419767012686,-0.2787514135889904
0.33323791271465497,0.34317989141849675,-0.2923604760260604
0.328259360971536,0.3548833519250044,-0.3050575341545125
0.32203070049703064,0.3671259372457288,-0.316647227309143
0.3144650352420521,0.3797829307031764,-0.3269310313688822
0.30548677350655645,0.3926639195557849,-0.33566441007865755
0.2950681569651426,0.4055423471558306,-0.34261128664578056
0.2832578275744818,0.4181512483521322,-0.3475655130827531
0.2701808275733177,0.430183249490051,-0.3503508702072674
0.25603859948246616,0.44129056841149034,-0.3508210676422063
0.2411046570119915,0.45110004129430176,-0.34887076197409417
0.2257133812029308,0.45929245871767316,-0.3445059497923281
0.21027308860214158,0.46553407906989785,-0.3377862806578098
0.19521226227285804,0.46956584544055857,-0.32886061423078583
0.18097347755447768,0.4712183120170881,-0.3179760851190188
0.16801340206256085,0.4704116440847689,-0.30547810287778665
0.15678545485174156,0.46715737650951494,-0.291796362303689
0.14762079685645385,0.4615745861004829,-0.27735358345074196
0.14080788244034823,0.45386374630813003,-0.26261154700451367
0.13654361349585062,0.44428808644276213,-0.24800680596857835
0.13491987618859452,0.43317372198623116,-0.2339385031966502
0.13592354095742076,0.42090965459193547,-0.22076837139258335
0.13944389331210133,0.40793142938729593,-0.20881186091714551
0.14532052420796093,0.39460031861832506,-0.1982656496529412
0.15333319899874642,0.38126189069199157,-0.18925462585090255
0.1632416319366043,0.36821786017797487,-0.18184219877313448
0.1747914811545996,0.35571606276396567,-0.1760262282348541
0.18771434866671582,0.34395045525566575,-0.17173902460439067
0.20173557265764996,0.33306175281834055,-0.16885578755713918
0.21663417533093146,0.32312585932661186,-0.1672418235101259
0.23222106902992018,0.31415940399151976,-0.16673728670409763
0.24833232651680384,0.30615055769999144,-0.1671839779302531
0.26483118578733084,0.29906077593496666,-0.16842922586902592
0.28160805007081097,0.2928247987753976,-0.17032588709008453
0.2985804878301156,0.28735065089624867,-0.17273234605233215
0.3156923501328744,0.2825227783324985,-0.17551379431758315
0.33290258572526066,0.278237085097684,-0.17856650650275485
0.35018364048781636,0.2743824669404012,-0.18181462065405088
0.36751391314198484,0.27085517090510874,-0.1851943666886475
0.38487590387368054,0.2675649893870162,-0.18865445067432718
0.40225621433328956,0.26443526013208357,-0.19215605482947876
0.4196455476356693,0.2614028662370213,-0.1956728375230972
0.43703870836014846,0.25841823614929055,-0.19919093327478385
0.45443460255052737,0.2554453436671029,-0.2027089527547463
0.47182940490166564,0.25246499331896166,-0.20623031537029937
0.48921924861334354,0.2494928003696873,-0.2097519485366126
0.5066198745299697,0.24656622094473282,-0.2132760667682617
0.5240461821280505,0.24373654704223144,-0.21679330317142587
0.5415115197298611,0.24106891281794904,-0.22028207328212737
0.5590276845034445,0.2386422945852841,-0.22370857506623137
0.5766049224626127,0.2365495108152677,-0.22702678891944622
0.5942519284669447,0.23489722213656378,-0.230178477667323
0.611975846221789,0.23380593133546865,-0.23309318656525596
0.6297786642444169,0.23340549899533417,-0.23568987621635462
0.6476226060706021,0.23379910200792609,-0.2378702304875682
0.6654771168455402,0.23513221704891318,-0.23947472245702595
0.683280042581751,0.23753512694405945,-0.2403412973940978
0.7009244845017736,0.24110522520226918,-0.24031640541272759
0.7182587990381669,0.24590701601558687,-0.239255001471433
0.7350865978335098,0.2519721142591973,-0.2370205453733057
0.7511667477404014,0.2592992454914257,-0.233485001766011
0.7662133708214589,0.26785424595373697,-0.2285288401417885
0.7798958443493209,0.27757006257073685,-0.22204103483745136
0.7918897155863128,0.28830967417777426,-0.2139835643175675
0.8018653005432999,0.2998331370497228,-0.20442047635241803
0.8094831351720793,0.31187105507029284,-0.193444352279301
0.8144730978889435,0.3241117514056522,-0.18123169870637146
0.8166346070971875,0.3362011811555717,-0.16804314052944602
0.815836621187108,0.3477429313534252,-0.15422342093200292
0.8120438101325647,0.3583414294043463,-0.14016864083129363
0.8053526922662743,0.36765162166157433,-0.12629032394524814
0.7959357366239386,0.37533754688989546,-0.11303265234900292
0.7840676144315625,0.38114730973233646,-0.1008075003504566
0.7701260016161433,0.38491465927864377,-0.08999317490071287
0.7545915788056717,0.38655898906528274,-0.08093441559408175
0.7380030624634332,0.3860853515051356,-0.0739178652810792
0.7208261733078069,0.3835883468416159,-0.06909642165557121
0.7035420648673921,0.379225817308945,-0.06656595934693028
0.6865752340669232,0.37319915071714715,-0.0663473878209655
0.670288428525323,0.36575290917145464,-0.06838427779867515
0.6549826465557038,0.3571748290723079,-0.07254286125624673
0.6408859408304789,0.34776497968206904,-0.07863767420073604
0.6281182467954914,0.3377702229431824,-0.08648101132545649
0.6167364086894139,0.32742660884651487,-0.09586206528295671
0.6067471014502909,0.31693588624119345,-0.10657656228653895
0.5981067415178313,0.3064648104522153,-0.11842741339040616
0.5907214868334083,0.2961451432804478,-0.13122471448966203
0.5844548496995661,0.2860749668394275,-0.14478851718726143
0.5791726295254288,0.2763117264937326,-0.15897571686875728
0.5747255658416707,0.26687000891866514,-0.17366924917135898
0.5709711786861575,0.2577495771630823,-0.18876551725496893
0.5677774749523081,0.24893735607088402,-0.20417466194085115
0.5650229483890932,0.24040743228101358,-0.21982056171163133
0.5625965796010358,0.23212105422745669,-0.23564083271129727
0.5603978360482121,0.22402663213924287,-0.2515868287451971
0.5583364414372806,0.21606168839199702,-0.2676223977826379
0.5563455198939409,0.2081811815393019,-0.283709079971292
0.5543989988826226,0.20034528696301518,-0.2998226301407303
0.5524801957479342,0.19252507746559852,-0.3159493628264482
0.5505775070843255,0.18470743341400345,-0.3320826963842752
0.5486844087360877,0.17689504273967113,-0.34822315299037476
0.5467994557973533,0.16910640093853258,-0.3643783586412444
0.5449262826120961,0.16137581107100848,-0.3805630431537157
0.5430736027741312,0.1537533837620092,-0.3967990401649546
0.541255209127115,0.14630503720093532,-0.41311528713246
0.5394899737645453,0.1391124971416767,-0.42954782533406577
0.5378015472297155,0.13227328237433653,-0.44613933829147195
0.5361880709331948,0.12590832664619742,-0.4629155792517214
0.5346207550797861,0.12017578115978134,-0.47992133630839656
0.5330689221286742,0.11524260279931321,-0.4971888275651468
0.5314940682419834,0.11127827789513747,-0.5147140044141981
